q_250,q_10,q_90,q_975,x_mean,index,caloriesConsumed
4445.951184788284,4484.268259141286,4628.047528985659,4667.253867268777,4555.698397887013,80,743.4177638497204
4457.83990075295,4497.326642847289,4640.904406336344,4679.7005632758755,4568.607043157104,28,282.8713629860431
4423.920792200784,4423.920792200784,4423.920792200784,4423.920792200784,4423.920792200784,64,507.6002979185432
4518.093445048938,4518.093445048938,4518.093445048938,4518.093445048938,4518.093445048938,72,576.6627539414912
4586.26881454581,4627.5437456034515,4783.6123840355895,4829.58733398847,4706.641497552361,4,32.19254198484123
4698.258423015136,4698.258423015136,4698.258423015136,4698.258423015136,4698.258423015136,14,143.42828490771353
4486.516771314948,4486.516771314948,4486.516771314948,4486.516771314948,4486.516771314948,53,447.19028705731034
4684.549715297837,4684.549715297837,4684.549715297837,4684.549715297837,4684.549715297837,6,56.88573722727597
4523.37911210619,4563.315606072216,4720.978609279114,4764.453646061885,4642.819506456009,12,115.29932357370853
4552.026831896241,4552.026831896241,4552.026831896241,4552.026831896241,4552.026831896241,54,449.2144542746246
4654.821390457544,4654.821390457544,4654.821390457544,4654.821390457544,4654.821390457544,10,91.80173487402499
4567.520061066813,4614.4146583664715,4795.655083471329,4845.195851019845,4704.99239109286,1,0.13539381325244904
4522.9439537446315,4522.9439537446315,4522.9439537446315,4522.9439537446315,4522.9439537446315,85,820.295876590535
4593.541958216255,4593.541958216255,4593.541958216255,4593.541958216255,4593.541958216255,15,147.97026640735567
4408.7446403523545,4450.101219536404,4582.426899704792,4620.574674679672,4515.518199487701,49,435.2769344113767
4568.334110134562,4568.334110134562,4568.334110134562,4568.334110134562,4568.334110134562,19,181.11730832606554
4582.554626706592,4621.096974651434,4768.40994742683,4805.595821573313,4694.325211731397,5,54.56468486227095
4411.334924890836,4447.273219040474,4582.724964770822,4620.239988845507,4514.705641831615,48,433.67919605225325
4451.526863654678,4491.270693385668,4637.434376412715,4676.527074071137,4564.951720919811,21,201.80021994747221
4605.9517271374325,4605.9517271374325,4605.9517271374325,4605.9517271374325,4605.9517271374325,31,297.97108983621
4407.696653883712,4446.463485512539,4600.990528571534,4645.532072446995,4523.885715450624,76,641.301933908835
4533.925723787511,4533.925723787511,4533.925723787511,4533.925723787511,4533.925723787511,42,396.48770238272846
4394.152323631901,4429.793663604778,4568.890017260179,4608.622414773455,4498.940931176963,40,373.05023544467986
4542.556998691518,4542.556998691518,4542.556998691518,4542.556998691518,4542.556998691518,60,487.0704591739923
4571.2808431779295,4571.2808431779295,4571.2808431779295,4571.2808431779295,4571.2808431779295,22,232.73547645658255
4602.968544630901,4602.968544630901,4602.968544630901,4602.968544630901,4602.968544630901,35,324.30650223977864
4450.307628930328,4486.661115216532,4631.436799393524,4674.10405273323,4559.958835020069,23,240.52815954200923
4452.31230296275,4493.168979582612,4647.706342929036,4692.926409011273,4571.400092372089,83,773.044315399602
4485.21726885628,4485.21726885628,4485.21726885628,4485.21726885628,4485.21726885628,37,358.6075156927109
4465.269380230342,4503.501189479472,4652.552575110496,4691.437737432032,4576.9084849863775,84,816.267705289647
4520.15282622026,4520.15282622026,4520.15282622026,4520.15282622026,4520.15282622026,69,553.336993092671
4511.744810784031,4511.744810784031,4511.744810784031,4511.744810784031,4511.744810784031,82,762.648276053369
4581.361593622175,4617.6389494961895,4757.548999951182,4794.75984172752,4687.1432066272655,94,949.4310086593032
4521.120038854947,4563.912928856784,4720.752476867077,4763.581072978958,4642.455137603501,11,111.63869290612638
4551.987847418981,4592.178184743887,4756.776262439637,4800.730516291209,4674.552526305724,9,80.8184570632875
4394.677233729117,4430.782228178246,4569.76611488301,4605.729170035301,4500.475132240184,73,582.8805968631059
4587.904858050151,4627.414601055915,4774.739515183251,4815.868051437088,4701.296369713679,100,998.7861497793347
4461.5998512893375,4461.5998512893375,4461.5998512893375,4461.5998512893375,4461.5998512893375,36,335.2851513773203
4698.607187384643,4698.607187384643,4698.607187384643,4698.607187384643,4698.607187384643,89,884.6210711635649
4407.27849917533,4443.56256646317,4578.911681114491,4615.746201670244,4510.99516940465,57,479.02421676553786
4407.903134209396,4441.278883831805,4580.9541753412,4621.745365561842,4511.408455148703,65,522.2810602281243
4454.3385887393015,4490.725081506696,4632.16150651249,4670.736865492083,4560.68109659933,33,313.5729555506259
4403.246615695465,4442.00714679992,4597.176912687742,4639.119029653773,4519.828915266328,77,660.7185169123113
4541.819658895817,4541.819658895817,4541.819658895817,4541.819658895817,4541.819658895817,27,276.4696574304253
4552.720658964192,4552.720658964192,4552.720658964192,4552.720658964192,4552.720658964192,18,176.3385336380452
4506.037319979925,4506.037319979925,4506.037319979925,4506.037319979925,4506.037319979925,52,444.1968339961022
4455.015629854227,4491.455309145084,4635.366742558089,4675.195500848704,4564.003930582612,24,255.47818560153246
4587.43904627387,4587.43904627387,4587.43904627387,4587.43904627387,4587.43904627387,30,296.87698697671294
4402.912563057804,4439.63439016077,4576.696042928477,4612.499665958501,4507.249821365335,59,486.4131088834256
4404.374535718519,4441.76902685932,4575.776913009418,4612.543830192596,4508.172000160726,61,493.73587034642696
4578.892110023923,4623.1172334423,4797.760662684987,4842.642683850339,4709.222311751496,2,11.966480640694499
4581.020935983111,4620.628773441239,4765.629975743495,4805.375621540581,4693.298225098092,7,71.25265221111476
4462.251903417488,4497.877458345001,4635.005864332789,4674.231426999437,4567.024016311304,32,300.22693891078234
4494.64878706925,4494.64878706925,4494.64878706925,4494.64878706925,4494.64878706925,78,675.7710378151387
4615.615957701329,4615.615957701329,4615.615957701329,4615.615957701329,4615.615957701329,88,882.5888349674642
4396.020041157917,4434.399378881347,4569.767689690567,4608.598597058916,4501.799885983489,70,566.197311738506
4577.739040635764,4615.421273233268,4759.009434993837,4792.605468645268,4687.336095610461,92,935.1923011709005
4424.652078196204,4424.652078196204,4424.652078196204,4424.652078196204,4424.652078196204,44,416.0794655326754
4559.423797580918,4559.423797580918,4559.423797580918,4559.423797580918,4559.423797580918,71,572.7436519227922
4657.199536614795,4657.199536614795,4657.199536614795,4657.199536614795,4657.199536614795,13,136.9118259754032
4479.75334545143,4479.75334545143,4479.75334545143,4479.75334545143,4479.75334545143,56,472.6720417384058
4484.883115014608,4484.883115014608,4484.883115014608,4484.883115014608,4484.883115014608,41,375.01935265026987
4581.5456181086265,4619.14417198538,4758.859461508434,4796.329733316891,4688.776248475353,95,950.6036371458322
4480.877851744091,4480.877851744091,4480.877851744091,4480.877851744091,4480.877851744091,58,484.3046853784472
4702.365726709998,4702.365726709998,4702.365726709998,4702.365726709998,4702.365726709998,91,923.0595466215163
4669.344899205249,4669.344899205249,4669.344899205249,4669.344899205249,4669.344899205249,93,940.6345286406577
4705.516577354681,4705.516577354681,4705.516577354681,4705.516577354681,4705.516577354681,8,75.80282259732485
4490.851798380624,4490.851798380624,4490.851798380624,4490.851798380624,4490.851798380624,74,602.5039730593562
4478.793174854941,4478.793174854941,4478.793174854941,4478.793174854941,4478.793174854941,68,550.0376243144274
4693.815346883385,4693.815346883385,4693.815346883385,4693.815346883385,4693.815346883385,96,954.6617835294455
4542.543941748118,4542.543941748118,4542.543941748118,4542.543941748118,4542.543941748118,81,749.6663325000554
4764.673010784146,4764.673010784146,4764.673010784146,4764.673010784146,4764.673010784146,3,25.227035162970424
4379.8345762997915,4379.8345762997915,4379.8345762997915,4379.8345762997915,4379.8345762997915,66,543.5620807111263
4410.1776728245295,4446.402659427401,4581.05184412796,4618.233940598436,4515.375733495335,51,442.52065825276077
4527.357130828011,4527.357130828011,4527.357130828011,4527.357130828011,4527.357130828011,67,543.5838792473078
4405.797247462967,4443.898759644543,4582.236032195756,4620.98861386767,4512.881085900348,62,500.1309160143137
4416.491165804697,4449.933914800638,4583.820276301523,4619.0486874685275,4516.547097429836,50,436.8099041748792
4590.7416464374055,4590.7416464374055,4590.7416464374055,4590.7416464374055,4590.7416464374055,16,149.43753415718675
4585.38827697311,4585.38827697311,4585.38827697311,4585.38827697311,4585.38827697311,46,420.8299790043384
4645.223166686316,4645.223166686316,4645.223166686316,4645.223166686316,4645.223166686316,98,981.3330466859043
4411.181129123995,4449.449100827754,4584.787389365712,4620.770860556043,4516.384251108779,47,430.57016748934984
4444.38487665257,4484.854517005632,4638.427847950686,4677.263983030968,4561.39711383659,79,740.3386724181473
4387.879488000873,4428.406883341849,4570.541410130026,4607.005701733732,4500.096638026301,39,367.2756515443325
4533.958841215047,4533.958841215047,4533.958841215047,4533.958841215047,4533.958841215047,26,267.3165746964514
4409.442267063465,4445.752287958477,4579.7598141672515,4617.79140646903,4513.230043259532,55,449.7443032450974
4554.069532278996,4554.069532278996,4554.069532278996,4554.069532278996,4554.069532278996,20,200.9840146638453
4463.129483598407,4506.117909016446,4666.19896826614,4708.007198848603,4585.046435258135,87,836.5722284652293
4566.6840414570715,4566.6840414570715,4566.6840414570715,4566.6840414570715,4566.6840414570715,63,502.2434445563704
4792.2364204537325,4792.2364204537325,4792.2364204537325,4792.2364204537325,4792.2364204537325,99,993.3238751254976
