y1,y0,y,age,z,mu.obs,mu.cf
187.2062667944278,192.9648998145579,192.9648998145579,24.84064361732453,0,NA,NA
192.98061467317314,197.1345396212826,197.1345396212826,43.987839330453426,0,NA,NA
191.93332641726917,195.96434326656527,195.96434326656527,39.21307438844815,0,NA,NA
188.5578226657029,192.89976188023695,188.5578226657029,24.21792105352506,1,187.66128839206104,193.34249032232339
194.62924017378532,205.27231812152883,205.27231812152883,52.92205553711392,0,NA,NA
195.48653736975854,203.76929627360812,203.76929627360812,52.90857347007841,0,NA,NA
186.5486294307303,193.16514183304423,186.5486294307303,22.778882138663903,1,186.1855433466687,193.82133110015096
196.74814731753244,201.31765072056578,201.31765072056578,48.837606178130955,0,NA,NA
192.3238486360321,198.13118536149113,198.13118536149113,35.31668507354334,0,NA,NA
192.58995089401358,196.00011224892853,196.00011224892853,38.349398443475366,0,NA,NA
192.89002946940835,198.0683038559695,198.0683038559695,38.448940478032455,0,NA,NA
187.0145215924621,193.79207362635816,193.79207362635816,26.839106099447235,0,NA,NA
194.2616759369609,199.38129988295915,199.38129988295915,46.138992585241795,0,NA,NA
186.49725499164128,193.18711864453033,186.49725499164128,24.690343726193532,1,187.55349758672352,193.26091297745654
189.68252125623778,197.73890702775012,197.73890702775012,32.995440705213696,0,NA,NA
196.68033185755465,202.08821953034567,202.08821953034567,49.58129275939427,0,NA,NA
195.40739901381872,205.72636623634426,205.72636623634426,54.1267441092059,0,NA,NA
186.64138268305868,193.30738536987923,186.64138268305868,26.355542060453445,1,187.63465946711642,193.26916575745554
189.90858724627887,194.86198238858964,189.90858724627887,34.45794147718698,1,190.85641727934194,195.9562096333174
184.3889984535519,192.9692225082637,184.3889984535519,20.774238714249805,1,184.73177668308108,193.10517315648622
192.7148503849714,197.65379651686075,197.65379651686075,42.49025406432338,0,NA,NA
190.90433804231407,196.3542714343082,190.90433804231407,32.339333075797185,1,191.34871200815294,196.07007910921408
196.8704430028913,199.99375943284048,199.99375943284048,48.96489954390563,0,NA,NA
186.10456326736104,193.29542233925622,193.29542233925622,23.56855330755934,0,NA,NA
190.2688143485526,194.64750582664584,190.2688143485526,30.84907321073115,1,190.03878869924606,195.31436862518518
191.10369122817792,197.488423377802,197.488423377802,36.08460956159979,0,NA,NA
186.55340832250633,194.07092157500597,194.07092157500597,23.522133925696835,0,NA,NA
188.63209292230607,194.94486658520756,188.63209292230607,31.2113158327993,1,189.96763413362726,195.22608790866803
196.82743137177664,205.93765855358168,205.93765855358168,53.61782978591509,0,NA,NA
184.29394843732044,194.3444191994611,194.3444191994611,22.897764121415094,0,NA,NA
180.59594905828138,193.37928698235845,180.59594905828138,18.385337439831346,1,180.99773464998128,193.18357086113653
187.49201210291523,193.21895828010673,187.49201210291523,24.091762954602018,1,187.67136046871335,193.37220190035808
196.12597446041033,201.35339569134953,201.35339569134953,47.97710934560746,0,NA,NA
195.5669649178128,201.28742054542099,201.28742054542099,50.14785836311057,0,NA,NA
191.29795500172267,197.49657639137857,197.49657639137857,37.028425230877474,0,NA,NA
192.59508795649793,198.07825685615984,198.07825685615984,41.20626260316931,0,NA,NA
195.02244671994245,202.6490866021086,202.6490866021086,49.24387311376631,0,NA,NA
189.03769107111688,193.95215029167665,189.03769107111688,28.54021124728024,1,188.47613037011925,193.84320910474017
192.8863573922699,195.72988251449632,195.72988251449632,42.68734896555543,0,NA,NA
188.94948679049548,192.23480896232041,188.94948679049548,23.567380825057626,1,187.7992780330354,193.5429245992412
197.29951138010034,204.2935491637417,204.2935491637417,54.32393090380356,0,NA,NA
187.97852358867695,195.11856396437312,187.97852358867695,28.989397200290114,1,188.45936933176387,193.80498188746617
185.57439527269725,192.80467753396022,185.57439527269725,22.25811078865081,1,185.65407032775258,193.76107391650618
186.25007044412192,192.62325718906325,192.62325718906325,24.038432256085798,0,NA,NA
196.37981965775933,201.65207013204338,201.65207013204338,52.92954690102488,0,NA,NA
195.86874920004573,201.85072169217815,201.85072169217815,47.40996147203259,0,NA,NA
197.2471301466199,204.92908130577206,204.92908130577206,54.06345221120864,0,NA,NA
190.80801046498885,194.75272071706786,190.80801046498885,30.91627119272016,1,190.03878869924606,195.31436862518518
191.40443239840573,195.12040269427882,195.12040269427882,36.572885592933744,0,NA,NA
197.22369200455412,201.21543041334377,201.21543041334377,47.98469871934503,0,NA,NA
179.104410001364,191.26158709053584,179.104410001364,18.2630344084464,1,180.99773464998128,193.18357086113653
181.35071518199362,192.40085396905735,181.35071518199362,18.543674705317244,1,181.58375997775087,193.23055975442645
194.53699785083836,197.3956457615193,197.3956457615193,43.285926644457504,0,NA,NA
197.8101381121591,204.8431469352058,204.8431469352058,52.39964820607565,0,NA,NA
187.25197955305572,193.08613853233348,193.08613853233348,28.18984434590675,0,NA,NA
194.30267372326614,202.62038676095358,202.62038676095358,48.03880873252638,0,NA,NA
196.85272117191693,200.81728355979428,200.81728355979428,47.077519772807136,0,NA,NA
197.5448929635544,206.06427713831496,206.06427713831496,54.58937975508161,0,NA,NA
194.01399174212682,196.40290055047186,196.40290055047186,40.71625765506178,0,NA,NA
193.58509632138652,200.56277211918382,200.56277211918382,44.27687201485969,0,NA,NA
196.93694866927618,200.95558184957653,200.95558184957653,46.49103069328703,0,NA,NA
196.25664737272345,203.9730718532463,203.9730718532463,50.818413814296946,0,NA,NA
193.89722292446825,198.717163498415,198.717163498415,41.12950399820693,0,NA,NA
188.22035261761096,194.512200027169,194.512200027169,27.631101308157668,0,NA,NA
196.80779548025527,202.83724139704134,202.83724139704134,49.7857053601183,0,NA,NA
190.6962323201869,194.3401707144551,190.6962323201869,34.18705607415177,1,190.9320686858608,195.89728221190762
192.62716584783874,195.38933288878087,192.62716584783874,32.361356031149626,1,191.34871200815294,196.07007910921408
192.96987023167887,194.6035029518396,194.6035029518396,35.07554089324549,0,NA,NA
185.57907380604658,193.3489772995437,193.3489772995437,26.09098215494305,0,NA,NA
183.06645658122977,191.75450248794687,183.06645658122977,20.43961388641037,1,183.79322442903944,192.81111522927293
188.55172445735508,195.42094821346674,188.55172445735508,28.200937986606732,1,188.47613037011925,193.84320910474017
187.44480140749891,194.40503389988987,194.40503389988987,29.484100606990978,0,NA,NA
181.69413578369657,192.5818556551859,181.69413578369657,19.5604944631923,1,183.37744715644442,192.82312398827858
186.27129283747834,193.02078358570395,193.02078358570395,24.83291813940741,0,NA,NA
187.29701442630878,193.66724260178603,187.29701442630878,24.78480944270268,1,187.55349758672352,193.26091297745654
194.95685024231483,199.93851661370698,199.93851661370698,45.952109408564866,0,NA,NA
