q_250,q_10,q_90,q_975,x_mean,index,caloriesConsumed
172.53045816634634,172.53045816634634,172.53045816634634,172.53045816634634,172.53045816635344,43,27.824683627000148
172.89826358225827,172.89826358225827,172.89826358225827,172.89826358225827,172.89826358226114,112,36.47879347717394
176.35225647703473,178.0056550884111,184.0650523508304,185.69335382507364,181.05178001898977,181,47.70276264967059
171.26965842858468,172.63338182654476,177.79234224004813,179.06536171789926,175.2232448765603,31,25.956994606029717
174.5249621858877,174.5249621858877,174.5249621858877,174.5249621858877,174.52496218588254,98,34.357985947592084
174.99809030577566,174.99809030577566,174.99809030577566,174.99809030577566,174.99809030579652,109,36.059362275048755
175.56699433345602,175.56699433345602,175.56699433345602,175.56699433345602,175.56699433344002,145,40.66363783417387
169.20608554190912,170.60676518899388,175.7015212445223,177.12737123705574,173.15632651340937,92,33.08241580662528
180.08929234440927,181.44861745405487,186.57495331793436,187.78703974803034,183.99736116499218,192,50.87579149322342
171.6280172819403,171.6280172819403,171.6280172819403,171.6280172819403,171.6280172819615,96,33.88970390304268
175.174787842294,175.174787842294,175.174787842294,175.174787842294,175.17478784231105,125,38.34120600634044
175.48622941108866,175.48622941108866,175.48622941108866,175.48622941108866,175.48622941109306,160,42.85402221970929
170.06487343013222,171.31352546319036,176.09812299086957,177.47311905249936,173.69766382578624,78,31.858437155969497
171.6531270800843,173.2186680680064,178.39268331532045,179.7902408217455,175.7975611842155,34,26.68264818440869
178.3694347822396,179.9979617283492,186.30026212687432,188.0140375054324,183.17230827367266,187,49.2578316824686
178.68206633364525,178.68206633364525,178.68206633364525,178.68206633364525,178.68206633362905,1,18
178.35704110785682,178.35704110785682,178.35704110785682,178.35704110785682,178.3570411078464,156,42.02883664737011
170.1968091586314,171.6584391377052,176.72934047102922,178.00279556975588,174.16116506495055,104,35.28645374412181
176.7573532954919,176.7573532954919,176.7573532954919,176.7573532954919,176.75735329548215,163,43.10262953701666
173.7878358908988,173.7878358908988,173.7878358908988,173.7878358908988,173.78783589089343,126,38.458121236316934
183.16053214280527,183.16053214280527,183.16053214280527,183.16053214280527,183.1605321428193,199,51.72655364199316
171.53436604221017,172.9440797727838,177.92690808895975,179.34217531228092,175.43686404399847,27,25.40059344284903
176.19208601819327,178.01233813518337,184.02370354662202,185.60666530600696,181.03396538910366,182,47.717105602320565
