q_250,q_10,q_90,q_975,x_mean,index,caloriesConsumed
172.1030269849589,173.2559440762313,178.1426674140783,179.45576304719364,175.68480642147455,43,27.824683627000148
174.09672626295875,175.7383903192698,181.44965425205612,182.98641117007034,178.56436023269387,112,36.47879347717394
193.5040498527148,193.5040498527148,193.5040498527148,193.5040498527148,193.50404985272175,181,47.70276264967059
174.38529105989343,174.38529105989343,174.38529105989343,174.38529105989343,174.3852910598791,31,25.956994606029717
174.3791898140783,175.6079689387718,180.82117213472387,182.08160184068694,178.24557634621627,98,34.357985947592084
175.67328669278197,177.0233365208072,182.0950828503394,183.49120815646586,179.56177843506498,109,36.059362275048755
179.54677615060672,180.82540374590246,185.99578487527097,187.24964679182403,183.38741124699808,145,40.66363783417387
179.7639972709776,179.7639972709776,179.7639972709776,179.7639972709776,179.76399727096526,92,33.08241580662528
198.95353812133737,198.95353812133737,198.95353812133737,198.95353812133737,198.95353812132944,192,50.87579149322342
173.96439060524276,175.40682454133136,180.6674706611464,182.02331245735795,177.9895338548489,96,33.88970390304268
176.8104978227753,178.3009623547644,183.64979654303076,185.02618187697468,180.98859977972236,125,38.34120600634044
183.66123686564316,185.0947463223568,190.2500258350283,191.6679684281792,187.6594508530189,160,42.85402221970929
173.601572696417,173.601572696417,173.601572696417,173.601572696417,173.60157269643418,78,31.858437155969497
179.88332510337514,179.88332510337514,179.88332510337514,179.88332510337514,179.88332510335465,34,26.68264818440869
198.51116692206188,198.51116692206188,198.51116692206188,198.51116692206188,198.51116692205144,187,49.2578316824686
176.20991132195837,177.68477883529403,183.0363672404831,184.48855156514253,180.37255051190792,1,18
180.90016896889298,182.34881040432393,188.74483051153436,190.39581024515104,185.51355573308078,156,42.02883664737011
180.06340053573274,180.06340053573274,180.06340053573274,180.06340053573274,180.0634005357283,104,35.28645374412181
183.7607034398174,185.1684147670691,190.2711928298035,191.65045809956237,187.7273460640233,163,43.10262953701666
176.9687144948602,178.35413135046227,183.6764657722373,185.1087780217387,181.02531301211425,126,38.458121236316934
198.489010230668,199.9705528086349,205.19911477079754,206.61649767981203,202.58310163222114,199,51.72655364199316
177.23459738138556,177.23459738138556,177.23459738138556,177.23459738138556,177.2345973814033,27,25.40059344284903
195.788081029159,195.788081029159,195.788081029159,195.788081029159,195.78808102917233,182,47.717105602320565
197.35453634392917,198.69768517199083,203.99442617306212,205.34047474000354,201.35886732859313,190,50.63721313778603
174.80684551922903,176.20838699270547,181.52584508293498,182.88514727653353,178.9301928739342,101,35.03950221462514
180.22548646556243,180.22548646556243,180.22548646556243,180.22548646556243,180.22548646558002,2,18
184.09159769642204,184.09159769642204,184.09159769642204,184.09159769642204,184.09159769641744,131,38.81789842090893
173.06470886036283,174.4005563160435,179.33342463848032,180.65584118222986,176.89549241703904,68,30.227534650948773
180.62140120067647,181.93934672314248,186.90353685281684,188.35476818887753,184.41147844785323,152,41.33762616239719
180.61323787971614,180.61323787971614,180.61323787971614,180.61323787971614,180.61323787970667,115,37.31709368141878
180.016565861749,181.41354934659623,186.5033458284879,187.8992375010242,183.9671128227165,147,40.911508830097
176.51303987175677,178.02179859064535,183.13027990539905,184.50185436224578,180.5814698555437,116,37.55168320878119
184.53383747882998,186.03001731459173,191.3367118084498,192.82194616117368,188.6395249267843,167,43.60931483049604
179.44376156486837,179.44376156486837,179.44376156486837,179.44376156486837,179.4437615648804,86,32.72673823609403
175.51906069813208,175.51906069813208,175.51906069813208,175.51906069813208,175.5190606981136,57,28.78659780816194
172.99664570442195,174.32515387419875,179.41841089086495,180.81997417449446,176.88689393263277,69,30.23471601046579
179.89034002941577,179.89034002941577,179.89034002941577,179.89034002941577,179.89034002940548,11,21.192161766831738
171.82062414357355,173.0858134393091,178.0917082632773,179.39531272661398,175.62631470225784,42,27.779324161890496
173.20152271202417,174.55980067656822,179.65022971983493,180.9403476072289,177.0689340578552,72,30.527504680796273
178.60995136934025,178.60995136934025,178.60995136934025,178.60995136934025,178.60995136934636,91,33.02789946133188
172.74920820285433,174.10460743069729,179.06304251609095,180.34214592464454,176.60166448845203,80,31.93131017254845
177.76276809332444,177.76276809332444,177.76276809332444,177.76276809332444,177.76276809334593,8,19.32717459866297
171.66271749976315,172.89049789082773,177.8169984289614,179.08775493986468,175.3721876665295,50,28.266359518915134
