xName,yName,treatment
0.003067965153604746,7.781228741731473,0
0.05085403798148036,5.112000235644497,0
0.29664259403944016,7.569193678413459,0
0.50481982761994,9.212389029257011,0
0.5593898566439748,11.55014954643361,0
0.6939688255079091,14.924725766426276,0
0.7543172873556614,4.068489080776152,0
0.8853487740270793,10.448544902229823,0
0.9020782541483641,15.740842029221106,0
1.0779767157509923,9.124242027626337,0
1.2118582264520228,10.619657438987497,0
1.2476516957394779,5.050266444950382,0
1.524685227777809,9.844326047892789,0
1.6138559463433921,10.896972651974329,0
1.7181901587173343,10.205351152401207,0
1.8243891885504127,11.3382319686878,0
1.8773542647249997,10.750151060081286,0
1.9929182808846235,12.077046851076284,0
2.0821435027755797,8.066045522868633,0
2.180919745005667,21.61911422522985,0
2.4184386362321675,13.587203413234471,0
2.4368049553595483,10.635261075275892,0
2.7070191758684814,12.040422841788917,0
2.7280679089017212,8.728164413731546,0
2.930361886974424,10.901145762584532,0
3.0233738105744123,15.07347238009001,0
3.0272270110435784,8.22490347844882,0
3.2735171099193394,13.590495961691177,0
3.351936535909772,7.855236572969825,0
3.504492782521993,10.609966454083224,0
3.5305311484262347,10.376659988237058,0
3.7836009124293923,14.192776568550855,0
3.870851993560791,8.265171334111095,0
3.914308480452746,14.102674619536458,0
3.983837142586708,9.77738161239337,0
4.039445912931114,18.496601822890177,0
4.105546991340816,13.643214908722872,0
4.28908078931272,13.246018515294397,0
4.394233720377088,8.424671016708086,0
4.418447054922581,12.403511519639835,0
4.55271729035303,7.907011196252537,0
4.601331129670143,13.353613449297777,0
4.606544568669051,11.575206687074227,0
4.698257984127849,8.616013273646464,0
4.946960483212024,10.36818404442351,0
5.096919846255332,10.922025223251612,0
5.1448147254996,13.639372150206636,0
5.256505375728011,8.265128633022464,0
5.2656911057420075,15.889617988139767,0
5.450909961946309,11.16822511792776,0
5.47197790350765,14.891126058796203,0
5.518617287743837,9.984672130379238,0
5.525931171141565,10.672957536101887,0
5.707800178788602,15.837943706360448,0
5.8223249414004385,16.33835125824915,0
5.985749859828502,10.626884266525042,0
6.0033027129247785,10.948243812646297,0
6.162557634525001,12.15491296321856,0
6.251373537816107,11.65369847446363,0
6.298902940470725,11.784432355241842,0
6.3737603928893805,12.948505440551031,0
6.463809343986213,13.81620097410888,0
6.668116122018546,10.072735476543823,0
6.730865619610995,13.161302064930313,0
6.77252127090469,7.167245070649111,0
6.831772439181805,12.454884394261954,0
6.893583482597023,7.761191754250404,0
6.97000919142738,14.573822075437734,0
7.017221292480826,15.11529769099599,0
7.110740134958178,12.765343184760749,0
7.335958501789719,10.403240399100152,0
7.445450036320835,14.165918992665654,0
7.463523838669062,10.437890536748366,0
7.7086812583729625,8.264896348153338,0
7.765366854146123,14.446655459994272,0
7.853402274195105,12.719607925485155,0
7.880361282732338,10.291481489175625,0
7.91205536108464,15.653009155131574,0
7.921897873748094,13.06239391251291,0
7.922941334545612,8.669118176566212,0
7.9798273160122335,8.850513146992613,0
8.012483918573707,12.99212039159166,0
8.432922710198909,10.713765658873612,0
8.588897080626339,13.249295189372296,0
8.65761780878529,19.221981767027035,0
8.663738602772355,10.459320178666248,0
8.714383402839303,13.078537449986392,0
8.82287451531738,14.864386102025794,0
8.837375678122044,14.956097310352046,0
9.032716709189117,11.804797451645376,0
9.059144568163902,9.481322937975554,0
9.251599572598934,12.374024287168583,0
9.257212278898805,12.17696625896875,0
9.359946260228753,18.409275245500822,0
9.417535832617432,13.716950274406905,0
9.60018718848005,13.037119622837839,0
9.650035488884896,15.595800109241171,0
9.710223565343767,13.1357943956746,0
9.741755006834865,15.864715806606771,0
9.840544837061316,11.352878815922644,0
0.060317886527627707,16.712754329015365,1
0.08031459525227547,9.454976219742607,1
0.3132211184129119,14.672168044104279,1
0.43295671232044697,4.324725612366965,1
0.5452899564988911,13.756959413172105,1
0.6090281554497778,14.639266527404793,1
0.6144040706567466,7.942736261885647,1
0.7580033992417157,16.862456282484235,1
1.1885541374795139,16.61569925282967,1
1.3714890740811825,13.018071419504265,1
1.4805321116000414,12.240738857448449,1
1.5851555112749338,18.809174205646073,1
1.6982754203490913,12.557169699910439,1
1.7396438075229526,21.199654818670115,1
1.7861865949817002,14.369781694788024,1
1.9928005360998213,18.08551421868615,1
2.053298002574593,21.742444741908244,1
2.0539464009925723,16.239976348212316,1
2.0558062475174665,19.452847766079646,1
2.0995338540524244,19.19367088228987,1
2.19946259399876,21.736543113909907,1
2.229112407658249,9.125107286129497,1
2.264276121277362,12.959045868720722,1
2.2748543857596815,22.01615145427954,1
2.331053379457444,18.96566873587704,1
2.410836515482515,22.62292588937719,1
2.6646724436432123,13.305421779971182,1
2.7278119325637817,12.05261575480309,1
2.7763506723567843,18.17259162077886,1
2.8119254508055747,12.205958874493795,1
2.8771272557787597,18.123049922647795,1
3.2361744274385273,15.869766952802967,1
3.3625963237136602,17.919320118888514,1
3.3649111399427056,19.506406988361302,1
3.431619922630489,12.307559709864886,1
3.529014168307185,9.717256261157317,1
3.548814149107784,20.919903871699862,1
3.560187069233507,14.483058271452132,1
3.6359211849048734,17.39555569106317,1
3.713052833918482,17.55798648906328,1
3.7545647961087525,13.346280650882527,1
3.793722689151764,14.099828420416694,1
3.8638241309672594,8.599022173766482,1
3.863974583800882,16.428306909326043,1
4.072499067988247,5.30680702897152,1
4.4067938276566565,16.307501789422258,1
4.864919043611735,16.52523517461203,1
5.032997759990394,18.21893538548477,1
5.037794618401676,22.21961114296905,1
5.041411756537855,21.809343908311,1
5.117646714206785,16.663906528362162,1
5.1497778203338385,14.3613915833066,1
5.304764099419117,21.553824724982924,1
5.518959432374686,15.340043197080886,1
5.598364791367203,10.729771019726808,1
5.638999978546053,8.106841503966255,1
5.885130479000509,13.71820717501037,1
6.100384078454226,18.518247766743777,1
6.1018047272227705,15.896970921349919,1
6.176654200535268,17.8627169779174,1
6.198203021194786,17.81349750336814,1
6.25498085282743,17.497950684337066,1
6.311431643553078,18.94495487754086,1
6.444635854568332,23.049383823847556,1
6.597075206227601,14.30465141327592,1
6.629025987349451,24.331420778068672,1
6.955945745576173,8.66275228648714,1
7.127114885952324,15.05784716152347,1
7.170241759158671,20.92219687704052,1
7.215432026423514,16.202739326312173,1
7.294883169233799,18.389214045894317,1
7.345518223010004,17.47300434571846,1
7.459511058405042,17.282587135978623,1
7.489513861946762,20.950159320308334,1
7.593174178618938,18.304653897396907,1
7.62030933983624,12.464254125133607,1
7.831722912378609,23.566703606725252,1
7.89038508431986,10.217477501683625,1
7.950011712964624,19.24801327816315,1
7.973692025989294,6.446773738225475,1
8.01329915644601,21.164975760663353,1
8.085194316226989,9.396956468414583,1
8.101366513874382,17.74877059823292,1
8.374733426608145,14.211394467460268,1
8.39676532894373,17.23586956881832,1
8.593788114376366,18.641332523677285,1
8.622455531731248,25.14323057795112,1
8.673287951387465,7.172030091678364,1
8.705357168801129,13.652260602296302,1
8.775756931863725,16.907577881170113,1
9.003532838542014,12.42318365244688,1
9.267789158038795,11.941509756193476,1
9.341597678139806,11.888607384069823,1
9.34603632427752,17.716229667510767,1
9.524664178024977,9.894484673480722,1
9.537328858859837,9.464140955382765,1
9.55707892542705,16.013353305730387,1
9.813698665238917,12.206133816752542,1
9.886655325535685,18.497740313550228,1
9.91172052687034,20.346869737447147,1
